raw_comp_writers_text,CLEAN_TEXT,split_phrases
Jabari Winchester,Jabari Winchester,['Jabari Winchester']
Fredericka Seay,Fredericka Seay,['Fredericka Seay']
Harshil Kamdar,Harshil Kamdar,['Harshil Kamdar']
Marty Stuart/George Vaughn,Marty Stuart/George Vaughn,"['Marty Stuart', 'George Vaughn']"
COPYRIGHT CONTROL/ Luca Maniaci,Luca Maniaci,"['COPYRIGHT CONTROL', 'Luca Maniaci']"
Angelo Natalie,Angelo Natalie,['Angelo Natalie']
Antonio Johnson Walker,Antonio Johnson Walker,['Antonio Johnson Walker']
Tremendo/Griffi,,"['Tremendo', 'Griffi']"
Francis Poulenc,Francis Poulenc,['Francis Poulenc']
WILLIAMS JOHN T,WILLIAMS JOHN T,['WILLIAMS JOHN T']
Artan,Artan,['Artan']
Alex Mikael,,['Alex Mikael']
PEDRO/Seiji/Branko/J. Barbosa/Paul Dolby/Nosa Apollo/Nosa Obasohan/Pedro Maurício/Claudino Pereira,Seiji/Branko/J. Barbosa/Paul Dolby/Nosa Apollo/Nosa Obasohan/Pedro Maurício/Claudino Pereira,"['PEDRO', 'Seiji', 'Branko', 'J. Barbosa', 'Paul Dolby', 'Nosa Apollo', 'Nosa Obasohan', 'Pedro Maurício', 'Claudino Pereira']"
Aldo Roberto Rodriguez Baquero,Aldo Roberto Rodriguez Baquero,['Aldo Roberto Rodriguez Baquero']
Artemio Payno Solano,Artemio Payno Solano,['Artemio Payno Solano']
Mark Sandman,Mark Sandman,['Mark Sandman']
Simone Altenried/Uwe Altenried,Simone Altenried/Uwe Altenried,"['Simone Altenried', 'Uwe Altenried']"
伊福部昭,,['伊福部昭']
Nina Persson/Peter Svensson,Nina Persson/Peter Svensson,"['Nina Persson', 'Peter Svensson']"
Lemesle,Lemesle,['Lemesle']
Catherine Montgomery & Keeona Conyers,Catherine Montgomery/Keeona Conyers,"['Catherine Montgomery', 'Keeona Conyers']"
Daniel Pearce/Nesbitt Wesonga Jr.,Daniel Pearce/Nesbitt Wesonga Jr.,"['Daniel Pearce', 'Nesbitt Wesonga Jr.']"
Larry Heard,Larry Heard,['Larry Heard']
"<Unknown>/Jones, Calvin",Jones/Calvin,"['<Unknown>', 'Jones', 'Calvin']"
Gleb Samoyloff & the matrixx/Gleb Samoylov,Gleb Samoyloff & the matrixx/Gleb Samoylov,"['Gleb Samoyloff', 'the matrixx', 'Gleb Samoylov']"
Rahul Dev Burman/Anand Bakshi,Rahul Dev Burman/Anand Bakshi,"['Rahul Dev Burman', 'Anand Bakshi']"
Bryan Wells/Ron Miller,Bryan Wells/Ron Miller,"['Bryan Wells', 'Ron Miller']"
STAINSBY GREG JOHN,,['STAINSBY GREG JOHN']
Gwen Stefani/Pharrell Williams,Gwen Stefani/Pharrell Williams,"['Gwen Stefani', 'Pharrell Williams']"
Igor Stravinsky,Igor Stravinsky,['Igor Stravinsky']
J. John Jackson,J. John Jackson,['J. John Jackson']
GlockBoy BoBo,GlockBoy BoBo,['GlockBoy BoBo']
Rachel Bor/Hester Smith/Debsey Wykes,Rachel Bor/Hester Smith/Debsey Wykes,"['Rachel Bor', 'Hester Smith', 'Debsey Wykes']"
Sameer/Nadeem-Shravan,Sameer/Nadeem-Shravan,"['Sameer', 'Nadeem-Shravan']"
COPYRIGHT/HENRI,HENRI,"['COPYRIGHT', 'HENRI']"
Edvard Grieg/Copyright Control,Edvard Grieg,"['Edvard Grieg', 'Copyright Control']"
Frank Churchill/Larry Morey,Frank Churchill/Larry Morey,"['Frank Churchill', 'Larry Morey']"
Kaisson Delroy Brothers,Kaisson Delroy Brothers,['Kaisson Delroy Brothers']
Label Sharfman & Abie Rotenberg,Label Sharfman/Abie Rotenberg,"['Label Sharfman', 'Abie Rotenberg']"
Nyi Nyi Thwin/Billionaire Minds Group,Nyi Nyi Thwin,"['Nyi Nyi Thwin', 'Billionaire Minds Group']"
Ivan Torrent,Ivan Torrent,['Ivan Torrent']
Da LAB,Da LAB,['Da LAB']
FBG Duck,FBG Duck,['FBG Duck']
Pedro de Escobar,Pedro de Escobar,['Pedro de Escobar']
Piti Limcharoen/Pongprom Sanitwong na Ayudhya,Piti Limcharoen/Pongprom Sanitwong na Ayudhya,"['Piti Limcharoen', 'Pongprom Sanitwong na Ayudhya']"
Charlotte Kriesch/Dr. Peter Czornyj/Karl-August Naegler/Francesco Maria Veracini,,"['Charlotte Kriesch', 'Dr. Peter Czornyj', 'Karl-August Naegler', 'Francesco Maria Veracini']"
Afanas'ev V./Galkin A.,,"[""Afanas'ev V."", 'Galkin A.']"
Christofer Johnsson/Frederic Isaacson,Christofer Johnsson/Frederic Isaacson,"['Christofer Johnsson', 'Frederic Isaacson']"
Charming Lips/george/NOAIR,Charming Lips/george/NOAIR,"['Charming Lips', 'george', 'NOAIR']"
Jorge Ibarra/Jenifer Ibarra,Jorge Ibarra/Jenifer Ibarra,"['Jorge Ibarra', 'Jenifer Ibarra']"
VXSTA VXSTA VXSTA,VXSTA VXSTA VXSTA,['VXSTA VXSTA VXSTA']
Ito Ken,Ito Ken,['Ito Ken']
Paul Hardcastle/Kim Fuller,Paul Hardcastle/Kim Fuller,"['Paul Hardcastle', 'Kim Fuller']"
Arjan Dhillon,Arjan Dhillon,['Arjan Dhillon']
"James Towlson, Melina Katherine Bertsekas, Nyla Mosby & Adrian Acosta",James Towlson/Melina Katherine Bertsekas/Nyla Mosby/Adrian Acosta,"['James Towlson', 'Melina Katherine Bertsekas', 'Nyla Mosby', 'Adrian Acosta']"
Braulio Campos,Braulio Campos,['Braulio Campos']
Anu Malik & Rani Malik,,"['Anu Malik', 'Rani Malik']"
Ruban Nielson,Ruban Nielson,['Ruban Nielson']
"Digital Nas,UnoTheActivist,Swaghollywood",Digital Nas/UnoTheActivist/Swaghollywood,"['Digital Nas', 'UnoTheActivist', 'Swaghollywood']"
"<Unknown>/Cortez, Richard",Cortez/Richard,"['<Unknown>', 'Cortez', 'Richard']"
Alejo Romero Chávez,,['Alejo Romero Chávez']
Wazir Khan & Aqil Mohmmad Sadiq,Wazir Khan/Aqil Mohmmad Sadiq,"['Wazir Khan', 'Aqil Mohmmad Sadiq']"
Frédéric Carrier/George Cauty,Frédéric Carrier/George Cauty,"['Frédéric Carrier', 'George Cauty']"
Maximus Klein,Maximus Klein,['Maximus Klein']
Tatán Music/Sebas Murillo,Tatán Music/Sebas Murillo,"['Tatán Music', 'Sebas Murillo']"
Neeraj Shridhar,,['Neeraj Shridhar']
Ewald Markl/Helmut Mühle/Pyotr Ilyich Tchaikovsky,Ewald Markl/Helmut Mühle/Pyotr Ilyich Tchaikovsky,"['Ewald Markl', 'Helmut Mühle', 'Pyotr Ilyich Tchaikovsky']"
Alejandro Flores,Alejandro Flores,['Alejandro Flores']
Sonny Boy Williamson,Sonny Boy Williamson,['Sonny Boy Williamson']
Nam Je Hoon/Kim Yoon Myung/JUNIK,Nam Je Hoon/Kim Yoon Myung/JUNIK,"['Nam Je Hoon', 'Kim Yoon Myung', 'JUNIK']"
"Juicy J,Project Pat",Juicy J/Project Pat,"['Juicy J', 'Project Pat']"
Varel/Bailly/Steve Allen,Varel/Bailly/Steve Allen,"['Varel', 'Bailly', 'Steve Allen']"
Hoshiko Yamane/Ulrich Schnauss/Thorsten Quaeschning,Hoshiko Yamane/Ulrich Schnauss/Thorsten Quaeschning,"['Hoshiko Yamane', 'Ulrich Schnauss', 'Thorsten Quaeschning']"
Trúc Phương,,['Trúc Phương']
BTK YUNGAN/marlon moxey,BTK YUNGAN/marlon moxey,"['BTK YUNGAN', 'marlon moxey']"
Jake Black/Rob Spragg,Jake Black/Rob Spragg,"['Jake Black', 'Rob Spragg']"
Denny Caknan & Lek Dahlan,,"['Denny Caknan', 'Lek Dahlan']"
"Sha Gz,Nesty Floxks,ChrisSaves,EliWTF,A Lau (Producer)",Sha Gz/Nesty Floxks/ChrisSaves/EliWTF/A Lau,"['Sha Gz', 'Nesty Floxks', 'ChrisSaves', 'EliWTF', 'A Lau', 'Producer']"
Jonathan Hase James/Philip Abram Dickey/William Lincoln Knauer,Jonathan Hase James/Philip Abram Dickey/William Lincoln Knauer,"['Jonathan Hase James', 'Philip Abram Dickey', 'William Lincoln Knauer']"
blake boochee,blake boochee,['blake boochee']
BEN MCDONALD/CAL JOSLIN/CASEY BROWN/COMPOSER & AUTHOR TRAD/DAVID DOUGLAS FREY/JONATHAN SMITH/JUSTIN NACE/SHAUN TOMCZAK/TIM LAUER,BEN MCDONALD/DAVID DOUGLAS FREY/JONATHAN SMITH/TIM LAUER,"['BEN MCDONALD', 'CAL JOSLIN', 'CASEY BROWN', 'COMPOSER', 'AUTHOR TRAD', 'DAVID DOUGLAS FREY', 'JONATHAN SMITH', 'JUSTIN NACE', 'SHAUN TOMCZAK', 'TIM LAUER']"
Digital Healing,Digital Healing,['Digital Healing']
Babyfxce E,Babyfxce E,['Babyfxce E']
Magnús Eiríksson,Magnús Eiríksson,['Magnús Eiríksson']
Jatin-Lalit/Sameer,Jatin-Lalit/Sameer,"['Jatin-Lalit', 'Sameer']"
Hustinder,Hustinder,['Hustinder']
"<Unknown>/Mallory, Matthew",Mallory/Matthew,"['<Unknown>', 'Mallory', 'Matthew']"
Krystina Marchand,,['Krystina Marchand']
Musukha Goyari,Musukha Goyari,['Musukha Goyari']
Avraham Fried & Various Composers,Avraham Fried/ Various Composers,"['Avraham Fried', 'Various Composers']"
Leleu,Leleu,['Leleu']
Trace/Will Adams/Karl Bartos/Kim R Nazel/Ralf Huetter/Juanita A. Lee/Stacy Ferguson/Fatimah Shaheed/Dania Maria Birks/Derrick A Rahming/Juana Michelle Burns/Florian Schneider-Esleban,Trace/Will Adams/Karl Bartos/Kim R Nazel/Ralf Huetter/Juanita A. Lee/Stacy Ferguson/Fatimah Shaheed/Dania Maria Birks/Derrick A Rahming/Juana Michelle Burns/Florian Schneider-Esleban,"['Trace', 'Will Adams', 'Karl Bartos', 'Kim R Nazel', 'Ralf Huetter', 'Juanita A. Lee', 'Stacy Ferguson', 'Fatimah Shaheed', 'Dania Maria Birks', 'Derrick A Rahming', 'Juana Michelle Burns', 'Florian Schneider-Esleban']"
Joe Raposo/Jim Henson/Jon Stone,Joe Raposo/Jim Henson/Jon Stone,"['Joe Raposo', 'Jim Henson', 'Jon Stone']"
William Touré & Pablo Plaza,William Touré /Pablo Plaza,"['William Touré', 'Pablo Plaza']"
Kristian Eidnes Andersen,Kristian Eidnes Andersen,['Kristian Eidnes Andersen']
D. Sardy/Andy Bews/Colin Doran/Andy Gilmour/Paul Townsend/Lawrence Hibbitt,Andy Bews/Colin Doran/Andy Gilmour/Paul Townsend/Lawrence Hibbitt,"['D. Sardy', 'Andy Bews', 'Colin Doran', 'Andy Gilmour', 'Paul Townsend', 'Lawrence Hibbitt']"
J. Vayne,J. Vayne,['J. Vayne']
Devin Townsend,Devin Townsend,['Devin Townsend']
Carlinhos Brown,Carlinhos Brown,['Carlinhos Brown']
Baba Gulab Singh Ji,Baba Gulab Singh Ji,['Baba Gulab Singh Ji']
ピノキオピー,,['ピノキオピー']
Dianer Moreno Betancourth,Dianer Moreno Betancourth,['Dianer Moreno Betancourth']
"Kevin James Clarkson, Kyle Alexander Mathis & Charles Stewart",Kevin James Clarkson/Kyle Alexander Mathis/Charles Stewart,"['Kevin James Clarkson', 'Kyle Alexander Mathis', 'Charles Stewart']"
Lawrence Katz & C. Todd Nielsen,Lawrence Katz/C. Todd Nielsen,"['Lawrence Katz', 'C. Todd Nielsen']"
BARNETT IAN RYAN MR,BARNETT IAN RYAN MR,['BARNETT IAN RYAN MR']
Kent Fingal/Lars Wiggman,Kent Fingal/Lars Wiggman,"['Kent Fingal', 'Lars Wiggman']"
CA JACOBSEN BIBBI/CA JACOBSEN STEFFEN/CA JOERGENSEN HENRIK SKRIVER/PA BIBBI & SNIF,JACOBSEN/BIBBI/JACOBSEN/STEFFEN/JOERGENSEN/HENRIK/SKRIVER/PA/BIBBI/&/SNIF,"['CA JACOBSEN BIBBI', 'CA JACOBSEN STEFFEN', 'CA JOERGENSEN HENRIK SKRIVER', 'PA BIBBI', 'SNIF']"
Anton Bruckner,Anton Bruckner,['Anton Bruckner']
Brandon Timothy Martin,,['Brandon Timothy Martin']
Cristobal Tapia De Veer,Cristobal Tapia De Veer,['Cristobal Tapia De Veer']
Jake Damien Ridley/Lyndn David Gauntlett,Jake Damien Ridley/Lyndn David Gauntlett,"['Jake Damien Ridley', 'Lyndn David Gauntlett']"
Carmelo La Bionda/Johnson Righeira,,"['Carmelo La Bionda', 'Johnson Righeira']"
Shirish Kunder,Shirish Kunder,['Shirish Kunder']
DAVIS SEAN PATRICK/HORTON BYRON D JR (MR)/PORTER TERRELL D,DAVIS SEAN PATRICK/HORTON BYRON D JR/PORTER TERRELL D,"['DAVIS SEAN PATRICK', 'HORTON BYRON D JR', 'MR', 'PORTER TERRELL D']"
Matthew Montfort/Ancient Future Music (BMI),Matthew Montfort,"['Matthew Montfort', 'Ancient Future Music', 'BMI']"
Desiigner,Desiigner,['Desiigner']
"Playboi Carti,J.R. Donato,Stacy Money",Playboi Carti/J.R. Donato/Stacy Money,"['Playboi Carti', 'J.R. Donato', 'Stacy Money']"
Jo Callis/Philip Oakey/Philip Adrian Wright,,"['Jo Callis', 'Philip Oakey', 'Philip Adrian Wright']"
Talibando,Talibando,['Talibando']
Jonny Lattimer/Ellie Goulding,Jonny Lattimer/Ellie Goulding,"['Jonny Lattimer', 'Ellie Goulding']"
"Ebo Taylor,Oscar Jerome",Oscar Jerome,"['Ebo Taylor', 'Oscar Jerome']"
Jack Wall,Jack Wall,['Jack Wall']
M.S.Bairagi/Surinder Sehaj,M.S.Bairagi/Surinder Sehaj,"['M.S.Bairagi', 'Surinder Sehaj']"
Germán Rosario,Germán Rosario,['Germán Rosario']
Ricardo Palacin/Domingo Edjang Moreno,Ricardo Palacin/Domingo Edjang Moreno,"['Ricardo Palacin', 'Domingo Edjang Moreno']"
Wotzbelí Aguilar,Wotzbelí Aguilar,['Wotzbelí Aguilar']
Robert Sanders,Robert Sanders,['Robert Sanders']
Terre Roche,Terre Roche,['Terre Roche']
Shantanu Avinashi,Shantanu Avinashi,['Shantanu Avinashi']
Alex Lora,Alex Lora,['Alex Lora']
Matt Taylor,Matt Taylor,['Matt Taylor']
Jelly Roll Morton,Jelly Roll Morton,['Jelly Roll Morton']
Serge Sokolov & Alex Sokolov,Serge Sokolov/Alex Sokolov,"['Serge Sokolov', 'Alex Sokolov']"
Benny Andersson/Tim Rice/Björn Ulvaeus,Benny Andersson/Tim Rice/Björn Ulvaeus,"['Benny Andersson', 'Tim Rice', 'Björn Ulvaeus']"
Germanotta & Nelson,,"['Germanotta', 'Nelson']"
"<Unknown>/Mccartney, Brandon Christopher",Mccartney/Brandon/Christopher,"['<Unknown>', 'Mccartney', 'Brandon Christopher']"
James Peterik/Sammy Hagar,James Peterik/Sammy Hagar,"['James Peterik', 'Sammy Hagar']"
Tyvel Dixon,Tyvel Dixon,['Tyvel Dixon']
Ludwig Van Beethoven,Ludwig Van Beethoven,['Ludwig Van Beethoven']
Michaal Benjelloun/JB Pétri/Angela Randall/Gaelle Buswel/Steve Belmonte,Michaal Benjelloun/JB Pétri/Angela Randall/Gaelle Buswel/Steve Belmonte,"['Michaal Benjelloun', 'JB Pétri', 'Angela Randall', 'Gaelle Buswel', 'Steve Belmonte']"
Alex Kopp/Stephan Jenkins/Kryz Reid/Brad Hargreaves,Alex Kopp/Stephan Jenkins/Kryz Reid/Brad Hargreaves,"['Alex Kopp', 'Stephan Jenkins', 'Kryz Reid', 'Brad Hargreaves']"
Jeet Gannguli,Jeet Gannguli,['Jeet Gannguli']
/Corisco/Agustí Camps/Arnaud Carette/Raimundo Amador/Maria De Medeiros,Raimundo Amador/Maria De Medeiros,"['Corisco', 'Agustí Camps', 'Arnaud Carette', 'Raimundo Amador', 'Maria De Medeiros']"
Michael Smith,Michael Smith,['Michael Smith']
Nelson Belchior,Nelson Belchior,['Nelson Belchior']
Irving Caesar/Vincent Youmans,Irving Caesar/Vincent Youmans,"['Irving Caesar', 'Vincent Youmans']"
Omar Acosta/Pedro Lopez/Carlos Kretschmer,,"['Omar Acosta', 'Pedro Lopez', 'Carlos Kretschmer']"
Michael Ajayi & Ahmed Ramy Abdel Rahman,Michael Ajay/Ahmed Ramy Abdel Rahman,"['Michael Ajayi', 'Ahmed Ramy Abdel Rahman']"
Peter Mynte/John Rostill,Peter Mynte/John Rostill,"['Peter Mynte', 'John Rostill']"
Tommy Wener/Buck Owens,Tommy Wener/Buck Owens,"['Tommy Wener', 'Buck Owens']"
leegof,leegof,['leegof']
Karim Kacel,Karim Kacel,['Karim Kacel']
LUCARELLI NINO/PARMENTIER DENNIS/POWELL ANDY,LUCARELLI/NINO/PARMENTIER/DENNIS/POWELL/ANDY,"['LUCARELLI NINO', 'PARMENTIER DENNIS', 'POWELL ANDY']"
pre-holder,pre-holder,['pre-holder']
Miles Selles & MiLES.,Miles Selles/MiLES.,"['Miles Selles', 'MiLES.']"
MonstahOnDaBeat,MonstahOnDaBeat,['MonstahOnDaBeat']
Chuck Willis/Jim Vienneau,Chuck Willis/Jim Vienneau,"['Chuck Willis', 'Jim Vienneau']"
Ehab Fawaz Abualsaoud,,['Ehab Fawaz Abualsaoud']
Michelle Aller/Bob Esty/Sophie Ellis‐Bextor,Michelle Aller/Bob Esty/Sophie Ellis‐Bextor,"['Michelle Aller', 'Bob Esty', 'Sophie Ellis‐Bextor']"
"<Unknown>/levin, Andrew",levin/Andrew,"['<Unknown>', 'levin', 'Andrew']"
Mariah Carey/Walter Afanasieff,Mariah Carey/Walter Afanasieff,"['Mariah Carey', 'Walter Afanasieff']"
Nazril Irham,,['Nazril Irham']
Tom Boxer,Tom Boxer,['Tom Boxer']
Didier Barbelivien,,['Didier Barbelivien']
A. Ramlee/Ezra Kong,A. Ramlee/Ezra Kong,"['A. Ramlee', 'Ezra Kong']"
Tradicional/Matías Zaidman,Matías Zaidman,"['Tradicional', 'Matías Zaidman']"
CA PEKHTELEV IURII/CA UNKNOWN WRITER/PA YURIY POLEG & PHILLIPO BLAKE FEAT. V. RAY,PEKHTELEV IURII/YURIY POLEG/PHILLIPO BLAKE FEAT. V.,"['CA PEKHTELEV IURII', 'CA UNKNOWN WRITER', 'PA YURIY POLEG', 'PHILLIPO BLAKE FEAT. V. RAY']"
Subhash Jena,Subhash Jena,['Subhash Jena']
Bob Bogle/Don Wilson/Mel Taylor/Joe Saraceno/Nokie Edwards,Bob Bogle/Don Wilson/Mel Taylor/Joe Saraceno/Nokie Edwards,"['Bob Bogle', 'Don Wilson', 'Mel Taylor', 'Joe Saraceno', 'Nokie Edwards']"
Shishir Sen/Hemanta Mukherjee,Shishir Sen/Hemanta Mukherjee,"['Shishir Sen', 'Hemanta Mukherjee']"
Devi Sri Prasad,Devi Sri Prasad,['Devi Sri Prasad']
"Shirazee,Michaël Brun",Shirazee/Michaël Brun,"['Shirazee', 'Michaël Brun']"
Parov Stelar,Parov Stelar,['Parov Stelar']
RiskTaker D-Boy,RiskTaker D-Boy,['RiskTaker D-Boy']
Federico Moreno Torroba,Federico Moreno Torroba,['Federico Moreno Torroba']
Maurice Grant,,['Maurice Grant']
"<Unknown>/Eves, Eti Deacon",Eves/Eti Deacon,"['<Unknown>', 'Eves', 'Eti Deacon']"
Karl Bartos,,['Karl Bartos']
LiSA/草野華余子,LiSA,"['LiSA', '草野華余子']"
Sumit Dawane/Nateshwari Music Pvt Ltd/Ananda Music & Entertainment,Sumit Dawane,"['Sumit Dawane', 'Nateshwari Music Pvt Ltd', 'Ananda Music', 'Entertainment']"
Clive Nolan/John Mitchell/John Jowitt/Mick Pointer,Clive Nolan/John Mitchell/John Jowitt/Mick Pointer,"['Clive Nolan', 'John Mitchell', 'John Jowitt', 'Mick Pointer']"
Son Jichang/Lee Taeseop/Kim Seongmyeon,Son Jichang/Lee Taeseop/Kim Seongmyeon,"['Son Jichang', 'Lee Taeseop', 'Kim Seongmyeon']"
"Skye Morales,Trippie Redd",Skye Morales/Trippie Redd,"['Skye Morales', 'Trippie Redd']"
Barry Blue/Robin Smith,,"['Barry Blue', 'Robin Smith']"
Umberto Sulpasso jr.,Umberto Sulpasso jr.,['Umberto Sulpasso jr.']
Mikkel Storleer Eriksen/Jennifer Lopez/Kaydence/Mikey/Tor Erik Hermansen/Varren Wade/French Montana/Mo‐Keyz,Mikkel Storleer Eriksen/Jennifer Lopez/Kaydence/Mikey/Tor Erik Hermansen/Varren Wade/French Montana/Mo‐Keyz,"['Mikkel Storleer Eriksen', 'Jennifer Lopez', 'Kaydence', 'Mikey', 'Tor Erik Hermansen', 'Varren Wade', 'French Montana', 'Mo‐Keyz']"
Marwan Pablo,Marwan Pablo,['Marwan Pablo']
Minit/AVOKID,Minit/AVOKID,"['Minit', 'AVOKID']"
Edwin Tolosa,Edwin Tolosa,['Edwin Tolosa']
"Summer Walker, Khalid Robinson, Jamil Chammas, Simon Rosen, Denis Kosiak, Khirye Tyler & Kaelyn Behr",Summer Walker/Khalid Robinson/Jamil Chammas/Simon Rosen/Denis Kosiak/Khirye Tyler/Kaelyn Behr,"['Summer Walker', 'Khalid Robinson', 'Jamil Chammas', 'Simon Rosen', 'Denis Kosiak', 'Khirye Tyler', 'Kaelyn Behr']"
Marin Marais,Marin Marais,['Marin Marais']
raul nadal,,['raul nadal']
Jon Mohr,Jon Mohr,['Jon Mohr']
Ben Weisman/Sammy Gallop,Ben Weisman/Sammy Gallop,"['Ben Weisman', 'Sammy Gallop']"
Copyright Control/Adrian F.M. Beesley,Adrian F.M. Beesley,"['Copyright Control', 'Adrian F.M. Beesley']"
Tom MacDonald,Tom MacDonald,['Tom MacDonald']
Y Vũ/Hoài An/Lê Giang/Lê Duyên/Thanh Sơn/Khiết Duy/Ngân Giang/Song Ngọc/Đình Văn/Hà Phương/Khánh Băng/Lam Phương/Nhật Ngân/Tiến Luân/Lư Nhất Vũ/Trần Trịnh/Hoàng Thi Thơ/Vũ Quốc Việt/Trịnh Công Sơn/Võ Đông Điền/Nguyễn Ngọc Thiện,Y Vũ/Hoài An/Lê Giang/Lê Duyên/Thanh Sơn/Khiết Duy/Ngân Giang/Song Ngọc/Đình Văn/Hà Phương/Khánh Băng/Lam Phương/Nhật Ngân/Tiến Luân/Lư Nhất Vũ/Trần Trịnh/Hoàng Thi Thơ/Vũ Quốc Việt/Trịnh Công Sơn/Võ Đông Điền/Nguyễn Ngọc Thiện,"['Y Vũ', 'Hoài An', 'Lê Giang', 'Lê Duyên', 'Thanh Sơn', 'Khiết Duy', 'Ngân Giang', 'Song Ngọc', 'Đình Văn', 'Hà Phương', 'Khánh Băng', 'Lam Phương', 'Nhật Ngân', 'Tiến Luân', 'Lư Nhất Vũ', 'Trần Trịnh', 'Hoàng Thi Thơ', 'Vũ Quốc Việt', 'Trịnh Công Sơn', 'Võ Đông Điền', 'Nguyễn Ngọc Thiện']"
"Jef Conn, Andrew Nixon, Tobias Konnersman, Mick Matuszewski & Jason Carr",Jef Conn/Andrew Nixon/Tobias Konnersman/Mick Matuszewski/Jason Carr,"['Jef Conn', 'Andrew Nixon', 'Tobias Konnersman', 'Mick Matuszewski', 'Jason Carr']"
"<Unknown>/Cannon, Jason",Cannon/Jason,"['<Unknown>', 'Cannon', 'Jason']"
Roc Chen,Roc Chen,['Roc Chen']
Bedřich Smetana,Bedřich Smetana,['Bedřich Smetana']
Ghostbusterz/Atilla Cetin,Atilla Cetin,"['Ghostbusterz', 'Atilla Cetin']"
Ivan Luzan,Ivan Luzan,['Ivan Luzan']
DILLON LEONARD WINSTON,DILLON LEONARD WINSTON,['DILLON LEONARD WINSTON']
sukekiyo/京,sukekiyo,"['sukekiyo', '京']"
Justin Morell,Justin Morell,['Justin Morell']
Alessandro Silveri,Alessandro Silveri,['Alessandro Silveri']
Ray Parker Jr.,Ray Parker Jr.,['Ray Parker Jr.']
SANNY TUDU,SANNY TUDU,['SANNY TUDU']
Bob Nolan/Darol Rice,Bob Nolan,"['Bob Nolan', 'Darol Rice']"
Dakota J Brown & Undead Ronin,Dakota J Brown/Undead Ronin,"['Dakota J Brown', 'Undead Ronin']"
Anthony Henry (GB 1)/Will Adams,Anthony Henry/Will Adams,"['Anthony Henry', 'GB 1', 'Will Adams']"
Kenny Gamble/Leon Huff,Kenny Gamble/Leon Huff,"['Kenny Gamble', 'Leon Huff']"
Ché Pope/Busta Rhymes/Mark Batson/Dr. Dre/Mike Elizondo/Marsha Ambrosius,Ché Pope/Busta Rhymes/Mark Batson/Dr. Dre/Mike Elizondo/Marsha Ambrosius,"['Ché Pope', 'Busta Rhymes', 'Mark Batson', 'Dr. Dre', 'Mike Elizondo', 'Marsha Ambrosius']"
James Riscinti,,['James Riscinti']
Eduin Caz & Abraham Hernández,Eduin Caz/Abraham Hernández,"['Eduin Caz', 'Abraham Hernández']"
Tití Rossi,Tití Rossi,['Tití Rossi']
Dalton Diehl/Evan Bogart/Lárus Arnarson,Dalton Diehl/Evan Bogart/Lárus Arnarson,"['Dalton Diehl', 'Evan Bogart', 'Lárus Arnarson']"
"Grewsum & Jimmy Donn,Kaysie Marie",Grewsum/Jimmy Donn/Kaysie Marie,"['Grewsum', 'Jimmy Donn', 'Kaysie Marie']"
Jon Lord/Ian Paice/Ian Gillan/Roger Glover/Ritchie Blackmore,Jon Lord/Ian Paice/Ian Gillan/Roger Glover/Ritchie Blackmore,"['Jon Lord', 'Ian Paice', 'Ian Gillan', 'Roger Glover', 'Ritchie Blackmore']"
Gaetano Donizetti,Gaetano Donizetti,['Gaetano Donizetti']
John Peets/Luke Laird/Eric Church,John Peets/Luke Laird/Eric Church,"['John Peets', 'Luke Laird', 'Eric Church']"
Gary Numan,Gary Numan,['Gary Numan']
Harry Chang/JJ Lin,Harry Chang/JJ Lin,"['Harry Chang', 'JJ Lin']"
Irka Mateo & La Tirindanga,Irka Mateo/La Tirindanga,"['Irka Mateo', 'La Tirindanga']"
Florent Douguedroit,Florent Douguedroit,['Florent Douguedroit']
Mathew Samreth,Mathew Samreth,['Mathew Samreth']
Ricky Nana Agyeman & Charles Nii Armah Mensah,Ricky Nana Agyeman/Charles Nii Armah Mensah,"['Ricky Nana Agyeman', 'Charles Nii Armah Mensah']"
Footage Of A Yeti,Footage Of A Yeti,['Footage Of A Yeti']
Jordan Arts,Jordan Arts,['Jordan Arts']
Kanye West/Federico Vindver/Benjamin Scholefield,Kanye West/Federico Vindver/Benjamin Scholefield,"['Kanye West', 'Federico Vindver', 'Benjamin Scholefield']"
Ini Kamoze/Sly Dunbar/Robbie Shakespeare,Ini Kamoze/Sly Dunbar/Robbie Shakespeare,"['Ini Kamoze', 'Sly Dunbar', 'Robbie Shakespeare']"
Sam Wa Ukweli,Sam Wa Ukweli,['Sam Wa Ukweli']
"김용은/남혜승, 김경희",,"['김용은', '남혜승', '김경희']"
"Wiz Khalifa,Havoc,The Alchemist,Curren$y",Wiz Khalifa/Havoc/The Alchemist/Curren$y,"['Wiz Khalifa', 'Havoc', 'The Alchemist', 'Curren$y']"
Nahúm Francisco Peláez Mariano,Nahúm Francisco Peláez Mariano,['Nahúm Francisco Peláez Mariano']
嘉垛/Copyright Control,,"['嘉垛', 'Copyright Control']"
Jon Secada/Miguel A. Morejón,Jon Secada/Miguel A. Morejón,"['Jon Secada', 'Miguel A. Morejón']"
Hans von Bülow/Пётр Ильич Чайковский,Hans von Bülow,"['Hans von Bülow', 'Пётр Ильич Чайковский']"
Jerrell Bailey,Jerrell Bailey,['Jerrell Bailey']
Rex Vijay/R Venugopal,Rex Vijay/R Venugopal,"['Rex Vijay', 'R Venugopal']"
